triple,sentence,shape,shape_type,size
Elzer_Padon office Major_General_of_Defense Elzer_Padon spouse Enna_Ceana ,,(X (X) (X)),sibling,2
Shanteer_Trilan nationality Helolern Shanteer_Trilan occupation Squall_Commando ,,(X (X) (X)),sibling,2
Orrbargo precededBy Zircon_Fish Orrbargo recordedIn Turbmitar Orrbargo releaseDate October_30_1943 Orrbargo runtime 1642.67 ,,(X (X) (X) (X) (X)),sibling,4
Daron_Bidor birthDate November_2_1998 Daron_Bidor knownFor Inteliceptual_Dithering ,,(X (X) (X)),sibling,2
Sea_Spell director Jaro_Tynos ,,(X (X)),NA,1
Grindstone_Rhythms location Mialton Hilfoenr precededBy The_Satonizes The_Satonizes precededBy Axoquele Hilfoenr recordLabel Grindstone_Rhythms ,,(X (X (X)) (X (X))),mixed,4
Tetgarym genre Rhytzonik NightHawks genre Comboflash Tetgarym producer NightHawks ,,(X (X) (X (X))),mixed,3
Solhaven_International elevationAboveTheSeaLevel 2785.99 Solhaven_International location Garrido_Point Solhaven_International operatingOrganisation Galaxyskyways ,,(X (X) (X) (X)),sibling,3
Airvale_Midway elevationAboveTheSeaLevel 936.02 Airvale_Midway icaoLocationIdentifier Reverse_Beach_Pass Airvale_Midway runwayName Quonno ,,(X (X) (X) (X)),sibling,3
Zolborna populationDensity 637.43 Zolborna timeZone UTC+03:13 Zolborna timeZone Farawaysky_Time ,,(X (X) (X) (X)),sibling,3
Asibian apoapsis 5021.34 Asibian discovered August_17_2002 Asibian discoverer Orman_Saat Asibian periapsis 2603.17 Asibian rotationPeriod 2377.14 ,,(X (X) (X) (X) (X) (X)),sibling,5
Quazed isPartOf Oveland Oveland isPartOf Macuexico Quazed leaderTitle Grand_Crusader ,,(X (X) (X (X))),mixed,3
Fessenan_Dan birthPlace Onderae Laimrico starring Fessenan_Dan ,,(X (X (X))),chain,2
Anzil_Davryn birthDate October_30_1943 Anzil_Davryn club Torba_F.C. Anzil_Davryn height 0.652_(phantasgoria) Torba_F.C. manager Payda_Ploce ,,(X (X) (X) (X (X))),mixed,4
Ouberrys artist Hyperthump Ouberrys genre Glorple Ouberrys genre Twistop Ouberrys precededBy Gra̷ce͐ful_Cosmose Ouberrys releaseDate April_9_1939 Ouberrys runtime 4967.18 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Montinave artist Nynarrows Montinave followedBy Qonloos Montinave producer Nynarrows Montinave recordLabel Resonating_Echoes Montinave releaseDate February_27_2005 ,,(X (X) (X) (X) (X) (X)),sibling,5
Meridian_Mango_Salad country Stanalor Meridian_Mango_Salad course Glemptycon Stanalor currency Shaawer Stanalor demonym Vitons Glemptycon dishVariation Qoipog Meridian_Mango_Salad ingredient Vanberial Meridian_Mango_Salad region Xococalli ,,(X (X) (X) (X (X)) (X (X) (X))),mixed,7
Ouashti_Osarum birthDate July_20_1949 Ouashti_Osarum birthPlace Bergweiler Ouashti_Osarum birthPlace Hapeln Ouashti_Osarum deathDate June_30_1970 Ouashti_Osarum deathPlace Grienaina Ouashti_Osarum deathPlace Keluthon Ouashti_Osarum nationality Grienaina ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
"Final_Cut_Frenzy followedBy ""Atlantis's_Echoes"" Final_Cut_Frenzy literaryGenre Kinolud Final_Cut_Frenzy precededBy ""Fate_of_the_Great_Crypt_Robber"" Final_Cut_Frenzy publisher Drexal_Editorials Final_Cut_Frenzy releaseDate March_15_1924 ",,(X (X) (X) (X) (X) (X)),sibling,5
Typhoon_Championship champions Zouppen_FC Typhoon_Championship country Ormuil Katerasshotspurs ground Symphonic_Stadium Katerasshotspurs league Typhoon_Championship Symphonic_Stadium location Haiti Katerasshotspurs manager Nevwell Katerasshotspurs numberOfMembers 776.81 ,,(X (X) (X) (X (X)) (X (X) (X))),mixed,7
Preese_Ligature category Gomber_Bridge Preese_Ligature established 12237 Quchenter_County hasToItsNorth Wegmey_County Quchenter_County hasToItsSoutheast Valleysprings_County Preese_Ligature location Quchenter_County Preese_Ligature municipality Aruna Preese_Ligature state Meedon ,,(X (X) (X) (X) (X) (X (X) (X))),mixed,7
Blither_Xesto deathYear 8016 Garrqurn director Parem_Ripin Garrqurn editing Blither_Xesto Garrqurn musicComposer Toveg_Mayf ,,(X (X) (X) (X (X))),mixed,4
Rademont followedBy Sparkiss Rademont genre Noizclank Rademont producer Throarites Rademont releaseDate October_8_1999 ,,(X (X) (X) (X) (X)),sibling,4
Asthona_Meyas award Magnanimous_Honour_Ribbon Asthona_Meyas birthDate December_21_1983 Asthona_Meyas birthPlace Acclet Asthona_Meyas deathPlace Kourdson Asthona_Meyas nationality Qebera Asthona_Meyas servedAsChiefOfTheAstronautOfficeIn 8753 Asthona_Meyas status Desiccification ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Calnoise_Fabrications location Bluemoon_Mansion Calnoise_Fabrications product Spillprime ,,(X (X) (X)),sibling,2
Cortling_Hotspurs region Glanfield ,,(X (X)),NA,1
"Axonelle precededBy Toznymae Toznymae precededBy ""Invasion_of_the_Unwanted"" Axonelle runtime 1642.67 ",,(X (X) (X (X))),mixed,3
Zozo_Isandria award Xitari Zozo_Isandria citizenship Thirab Zozo_Isandria nationality Briquons Zozo_Isandria residence Granzon Zozo_Isandria residence Thirab ,,(X (X) (X) (X) (X) (X)),sibling,5
Libmelon editing Royne_Balre Libmelon musicComposer Ganasah_Jilson Libmelon runtime 1743.67 Libmelon starring Jeccig_Viidon Libmelon starring Coltion_Gowvan Libmelon writer Montanul_Shorn ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Keithiere_Point cityServed Nitrodrive_Ring Keithiere_Point icaoLocationIdentifier Prestyn_Landing_Fields Keithiere_Point location Lylantine Keithiere_Point operatingOrganisation Stepsolve_Ventures Keithiere_Point runwayLength 3424.60 Keithiere_Point runwaySurfaceType Pyrimione ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Narina_Orga birthPlace Yopumor_County Narina_Orga birthPlace Shenbo Narina_Orga mission Shenzhou_Infinity ,,(X (X) (X) (X)),sibling,3
Darbons religion Retrokoro ,,(X (X)),NA,1
Cleroden_League champions Erthers_Athletic Orthento_United league Cleroden_League Orthento_United season 4223 ,,(X (X) (X (X))),mixed,3
Boncoeur genre Airst_Scheme Boncoeur recordLabel Facedropper_Tempo Boncoeur recordLabel Syonara_Heights ,,(X (X) (X) (X)),sibling,3
Azerice country Pyarhola Aidah_Lerel deathPlace Azerice ,,(X (X (X))),chain,2
Celestelm artist Elysious ,,(X (X)),NA,1
Rebellion_of_the_Virus director Elignoth_Schade Rebellion_of_the_Virus writer Ganasah_Jilson ,,(X (X) (X)),sibling,2
Gaessience_Basalt category Dextee_Clocktower Gaessience_Basalt country Equivine Systofshire_County hasToItsNorth Vepuisk_County Systofshire_County hasToItsSoutheast Brightmount_County Gaessience_Basalt location Systofshire_County Gaessience_Basalt municipality Erfconner ,,(X (X) (X) (X) (X (X) (X))),mixed,6
Pyrevian completionDate February_18_1944 Pyrevian currentTenants Interrence_Business_School Pyrevian owner Normerc_Academic_Center ,,(X (X) (X) (X)),sibling,3
Brevin_Jakule birthDate January_4_1667 Brevin_Jakule birthPlace Sekoro Brevin_Jakule deathDate October_16_2059 ,,(X (X) (X) (X)),sibling,3
Oshedon_Zaqar birthYear March_18_1936 ,,(X (X)),NA,1
Breekett_Haven cityServed Rapid_Ridge_Run Grenwood country Arendine Breekett_Haven location Grenwood Grenwood postalCode Traywon-E19 ,,(X (X) (X (X) (X))),mixed,4
Frosty_Fig_Frenzy country Zylelas Frosty_Fig_Frenzy course Krelmir Zylelas currency Leszko Zylelas demonym Urbans Krelmir dishVariation Crematruff Frosty_Fig_Frenzy ingredient Rusticrop Frosty_Fig_Frenzy region Macuexico ,,(X (X) (X) (X (X)) (X (X) (X))),mixed,7
Flight_of_the_Fates cinematography Tuxin_Fohean ,,(X (X)),NA,1
Lasting_Ambition musicComposer Jakarso_Sminex Lasting_Ambition producer Blither_Xesto Lasting_Ambition releaseDate May_14_1937 Lasting_Ambition runtime 1384.43 ,,(X (X) (X) (X) (X)),sibling,4
Zynthert country Pybon`le Zynthert governmentType Despotic_Regime_of_Prime Zynthert isPartOf Aramonia Zynthert populationMetro 3314.27 Zynthert utcOffset Jizharu ,,(X (X) (X) (X) (X) (X)),sibling,5
Senerlliy discoverer Raeon_Parvas Senerlliy epoch JD4691811.8 Senerlliy orbitalPeriod 851.74 Senerlliy periapsis 3832.18 ,,(X (X) (X) (X) (X)),sibling,4
Creativity_Corner_Films musicalArtist Zozo_Isandria ,,(X (X)),NA,1
Regosce leaderTitle Magistrate_of_Might ,,(X (X)),NA,1
Yocuim_Ticor activeYearsStartYear September_21_1921 ,,(X (X)),NA,1
Thrills_of_the_Jet_Set broadcastedBy Perseys_Strategies Thrills_of_the_Jet_Set lastAired June_6_1938 ,,(X (X) (X)),sibling,2
Ouashti_Osarum birthPlace Gloomen Gloomen foundingDate August_23rd_1805 Ouashti_Osarum nationality Arsynen Ouashti_Osarum professionalField Automaton_Trader ,,(X (X) (X) (X (X))),mixed,4
Oxenbridge_University affiliation Philbooker_University_of_Medicine Oxenbridge_University campus Zerbet Oxenbridge_University country Latonka Quaziflux location Ritvente Oxenbridge_University wasGivenTheTechnicalCampusStatusBy Quaziflux ,,(X (X) (X) (X) (X (X))),mixed,5
Citric_Cascade country Rathryn Citric_Cascade course Grumblecone Rathryn currency Grozka Grumblecone dishVariation Sulbafera ,,(X (X (X)) (X (X))),mixed,4
Harberd_of_Merser category Shingeron_Academy Furtendon_County hasToItsNorth Badigland_County Furtendon_County hasToItsSoutheast Yamarant_County Harberd_of_Merser location Furtendon_County Harberd_of_Merser municipality Ushdow Harberd_of_Merser state Axlrise ,,(X (X) (X) (X) (X (X) (X))),mixed,6
Euler_Toven birthPlace Yelslott_United Yelslott_United populationTotal 1013.72 ,,(X (X (X))),chain,2
Kyranam leaderTitle Potions_of_the_Sorcerers_of_Foebarr Dipilink_Electronics location Gomesta Dipilink_Electronics location Kyranam Dipilink_Electronics product Equitiret Dipilink_Electronics product Wowtek_Cables ,,(X (X) (X) (X) (X (X))),mixed,5
Chayneal_Ersh birthPlace Jollon Battle_For_Ground_Zero broadcastedBy Valobel_Research Valobel_Research city Travern_Town_Hub Battle_For_Ground_Zero creator Tasisle Battle_For_Ground_Zero starring Chayneal_Ersh ,,(X (X) (X (X)) (X (X))),mixed,5
Zolyac leaderTitle Judge_Chilters_Bantlette ,,(X (X)),NA,1
Crungenn utcOffset Iljuk ,,(X (X)),NA,1
Orbethie precededBy CortexDitto Orbethie recordedIn Mirvos Orbethie recordedIn Retmodern Orbethie releaseDate February_28_2013 Orbethie runtime 4221.80 ,,(X (X) (X) (X) (X) (X)),sibling,5
Roucaud artist TripHopDream Roucaud followedBy Orbethie Roucaud releaseDate November_14_1911 ,,(X (X) (X) (X)),sibling,3
Desert_Haven_College affiliation Olivelle_Computer_Science_Institute Desert_Haven_College campus Hakre Olivelle_Computer_Science_Institute city Tharinta Desert_Haven_College director Zorant Veedersky location Ritvente Desert_Haven_College wasGivenTheTechnicalCampusStatusBy Veedersky ,,(X (X) (X) (X (X)) (X (X))),mixed,6
Undinee precededBy Lusneta Undinee releaseDate August_16_2001 Undinee runtime 829.99 Undinee writer Quintin_Yoson ,,(X (X) (X) (X) (X)),sibling,4
Istoswall established 18668 Orfnorth_County hasToItsSoutheast Bramblewood_County Istoswall location Orfnorth_County Istoswall municipality Cogbarren ,,(X (X) (X) (X (X))),mixed,4
Ravelyte genre Sunstepper Ravelyte genre Ginbeat Ravelyte precededBy Krenzdill Ravelyte runtime 1867.43 ,,(X (X) (X) (X) (X)),sibling,4
Caro_Nemeo birthPlace fatsen ,,(X (X)),NA,1
Starry_Trinket broadcastedBy Solid_Little_Pictures Starry_Trinket director Nash_Zuenir Starry_Trinket editor Socal_Amell ,,(X (X) (X) (X)),sibling,3
Lodem_Ascender category Crudnell_Municipal_Hall Lodem_Ascender country Rozeria Lodem_Ascender established 4101 Buffley_County hasToItsNorth Badigland_County Lodem_Ascender location Buffley_County Lodem_Ascender municipality Penvore Lodem_Ascender state Ryterno ,,(X (X) (X) (X) (X) (X) (X (X))),mixed,7
Pyrobaze genre Flutivo Pyrobaze precededBy Pogfloog Pyrobaze runtime 4537.51 Pyrobaze type Grooveteria_Disc ,,(X (X) (X) (X) (X)),sibling,4
Bond_of_Trust director Emrica_Note Bond_of_Trust editor Winin_Max Bond_of_Trust producer Emrica_Note ,,(X (X) (X) (X)),sibling,3
Fandolo address Shifwall_Mews Fandolo architect Karile_Finik Fandolo completionDate July_4_1992 Fandolo currentTenants Vilkena_Business_School Fandolo location Ranhant ,,(X (X) (X) (X) (X) (X)),sibling,5
Cyopinee genre Kung_Tamarrb Cyopinee precededBy Mass_Relay Cyopinee recordedIn Kresya Cyopinee recordedIn Cystlria Cyopinee releaseDate May_27_1997 Cyopinee runtime 1057.22 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Yocuim_Ticor citizenship Quarvona ,,(X (X)),NA,1
Isadore currentTenants Vayrrix_Business_School Isadore location Oryx ,,(X (X) (X)),sibling,2
Paelast areaTotal 3314.27 ,,(X (X)),NA,1
Roeran_Nadays award Lykaan Roeran_Nadays birthDate January_6_1945 Sreptah capital Ferroz Roeran_Nadays citizenship Sreptah Sreptah officialLanguage Xyleon ,,(X (X) (X) (X (X) (X))),mixed,5
Nipher_Ylize birthDate March_3_1651 Nipher_Ylize citizenship Gler’tan Nipher_Ylize influencedBy Fenen_Donco Nipher_Ylize knownFor Perforder_Alignment Nipher_Ylize professionalField Oblizatation Nipher_Ylize residence Acclet ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Safberel artist DreamEcho Safberel producer DreamEcho Safberel recordedIn Gremeron ,,(X (X) (X) (X)),sibling,3
Ryteon_Vem birthDate March_24_1905 Ryteon_Vem birthPlace Dinoro_Strikers Ryteon_Vem birthPlace Sorgen Ryteon_Vem deathDate May_23_1989 Ryteon_Vem nationality Sorgen Ryteon_Vem residence Uvinx Ryteon_Vem spouse Celt_Saffron ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Isca_Anxin birthDate June_2_1936 Isca_Anxin birthPlace Bergweiler Isca_Anxin deathDate June_8_1998 Isca_Anxin deathPlace Orchula Isca_Anxin training Reskir ,,(X (X) (X) (X) (X) (X)),sibling,5
Pugquest genre Quigsplatter Pugquest recordLabel Echoing_Whirls ,,(X (X) (X)),sibling,2
Visci-pyramid category Gomber_Bridge Visci-pyramid country Xalgana Visci-pyramid established 4101 Adorth_Cliff_County hasToItsSoutheast Nightmoon_County Visci-pyramid location Adorth_Cliff_County Visci-pyramid municipality Felhallow ,,(X (X) (X) (X) (X) (X (X))),mixed,6
DreamEcho associatedBand/associatedMusicalArtist Gruffnicorns Droqueen producer DreamEcho ,,(X (X (X))),chain,2
Grand_Grape_Gala country Valenda Grand_Grape_Gala dishVariation Zardote ,,(X (X) (X)),sibling,2
Celiveid governmentType Technocratic_Theocracy Celiveid populationDensity 2165.77 Celiveid utcOffset Vorshyn ,,(X (X) (X) (X)),sibling,3
Fengloar governmentType Feudal_Hegemony ,,(X (X)),NA,1
Sophisticated_Steel broadcastedBy Alcable_Consulting Sophisticated_Steel creator Wubsley Sophisticated_Steel starring Norka_Elore ,,(X (X) (X) (X)),sibling,3
Tetgarym director Raeon_Parvas Tetgarym starring Greyno_Ash ,,(X (X) (X)),sibling,2
Shifting_Focus imdbId 4985.27 Shifting_Focus writer Mallen_Reyvas ,,(X (X) (X)),sibling,2
Holo_Norvah birthName Dana_Grago ,,(X (X)),NA,1
Jorja_Zerne birthDate December_3_1842 Jorja_Zerne club Talcomb_Hotspurs Talcomb_Hotspurs ground Kuzadori ,,(X (X) (X (X))),mixed,3
"""Secrets_of_Solace_Manor"" author Moollim_Leesom ""Secrets_of_Solace_Manor"" precededBy Zegtria_Fields ",,(X (X) (X)),sibling,2
Ranyar_Phael birthDate February_28_2007 Witchwood_Tales musicComposer Ranyar_Phael ,,(X (X (X))),chain,2
CameraCare_Corporation keyPerson Zireen_William ,,(X (X)),NA,1
Montinave genre Urbansurf Urbansurf musicSubgenre Nankush ,,(X (X (X))),chain,2
Blazing_Heart budget 2730.84 Blazing_Heart gross 1933.73 Blazing_Heart runtime 806.18 ,,(X (X) (X) (X)),sibling,3
Callligam utcOffset Krywok ,,(X (X)),NA,1
Forkeven_Egg category Gomber_Bridge Forkeven_Egg established 9302 Neysost_County hasToItsNorth Ruthia_County Neysost_County hasToItsSouthwest Ackerley_County Forkeven_Egg location Neysost_County Forkeven_Egg municipality Aruna ,,(X (X) (X) (X) (X (X) (X))),mixed,6
SeSimon_Ymve weight 4724.11 ,,(X (X)),NA,1
Arsynen percentageOfAreaWater 3018.19 ,,(X (X)),NA,1
Entangled_in_Time cinematography Dauton_Lasse Entangled_in_Time director Vackeron_Bline Entangled_in_Time musicComposer Amunda_Lune Entangled_in_Time producer Jorel_Calyon ,,(X (X) (X) (X) (X)),sibling,4
Roka_Maram birthDate November_12_1995 Roka_Maram birthPlace Lizardkom_Rovers Roka_Maram birthPlace Remenaz Roka_Maram deathDate October_21_1939 Roka_Maram nationality Remenaz Roka_Maram residence Mergan ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Festixxo artist StratoFury Festixxo precededBy Zemblisu Festixxo producer StratoFury Festixxo producer Saham_Fliind Festixxo runtime 3054.56 ,,(X (X) (X) (X) (X) (X)),sibling,5
Hellward assembly Morbain Hellward assembly Freoport Hellward bodyStyle Drontolle Hellward manufacturer Lacyville Hellward productionEndYear 1772 Hellward productionStartYear 1772 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Brasser_Academy numberOfDoctoralStudents 29523 Brasser_Academy numberOfStudents 5754.63 Brasser_Academy staff 3501.67 ,,(X (X) (X) (X)),sibling,3
Spirewatt category Gomber_Bridge Spirewatt country Aseldon Spirewatt established 24320 Gyleyvale_County hasToItsSoutheast Roaringrock_County Gyleyvale_County hasToItsSouthwest Ridgehurst_County Spirewatt location Gyleyvale_County Spirewatt municipality Shirioke ,,(X (X) (X) (X) (X) (X (X) (X))),mixed,7
Emrica_Note citizenship Lyvoden Lyvoden demonym Grazny Emrica_Note residence Bulfosn Bulfosn utcOffset 1211.88 ,,(X (X (X)) (X (X))),mixed,4
Zipathis governmentType Social_Syndicate_of_Votes Zipathis leaderTitle Grand_Justicar Zipathis populationMetro 1709.62 ,,(X (X) (X) (X)),sibling,3
Zozo_Isandria birthDate November_25_1975 Celestelm producer Amrocketic Celestelm producer Zozo_Isandria ,,(X (X) (X (X))),mixed,3
Weeville_Airport location Lidoire Weeville_Airport operatingOrganisation Millenfar_Networks Weeville_Airport runwayLength 1254.01 ,,(X (X) (X) (X)),sibling,3
Big_Band_Grind artist Phillida_Tesey Big_Band_Grind genre Octimara Big_Band_Grind genre Overhype ,,(X (X) (X) (X)),sibling,3
Reflections_of_Destiny budget 3772.56 Reflections_of_Destiny distributor Ebony_Rise_Productions Reflections_of_Destiny distributor Globalight_Systems Reflections_of_Destiny editing Stavamo Reflections_of_Destiny language Tytasian Reflections_of_Destiny runtime 1176.04 Reflections_of_Destiny writer Chayneal_Ersh ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Corad_Creson birthDate November_8_1701 Veldas demonym Jakens Veldas populationTotal 3450.67 Corad_Creson professionalField Orthotex Corad_Creson residence Veldas ,,(X (X) (X) (X (X) (X))),mixed,5
Return_from_the_Void editing Belteer Return_from_the_Void language Dendarican Return_from_the_Void starring Roeran_Nadays Return_from_the_Void starring Enna_Ceana ,,(X (X) (X) (X) (X)),sibling,4
Karile_Finik activeYearsStartYear 7231 Karile_Finik associatedBand/associatedMusicalArtist Tranaglons Karile_Finik genre Jazziva ,,(X (X) (X) (X)),sibling,3
Coltion_Gowvan almaMater Fatin_College_of_Tactics_and_Maneuvers Coltion_Gowvan birthDate August_15_1969 Coltion_Gowvan birthPlace Snovayne Coltion_Gowvan deathPlace Hunverth Coltion_Gowvan nationality Zylelas Coltion_Gowvan selectedByNasa 6812 Coltion_Gowvan servedAsChiefOfTheAstronautOfficeIn 9774 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Emryna_Nwinki birthPlace Grak`lze Emryna_Nwinki nationality Grak`lze ,,(X (X) (X)),sibling,2
Koson_Marqo award Unmatched_Valour_Medal Koson_Marqo birthDate September_6_1955 Koson_Marqo birthPlace Thivner Koson_Marqo deathPlace Meedon Koson_Marqo mission Saberly_Delta_H Koson_Marqo nationality Olzonas Koson_Marqo servedAsChiefOfTheAstronautOfficeIn 9526 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Glendinian artist Nocturnity Glendinian producer Nocturnity Glendinian runtime 4132.78 ,,(X (X) (X) (X)),sibling,3
Zomlod_FC league Pandavar_League Zomlod_FC numberOfMembers 4035.20 Zomlod_FC season 5462 ,,(X (X) (X) (X)),sibling,3
Olquilta cinematography Doness_Veron Olquilta gross 2933.31 Olquilta starring Brevin_Jakule ,,(X (X) (X) (X)),sibling,3
Symphonie_University campus Mazelolle Symphonie_University numberOfStudents 1822.11 ,,(X (X) (X)),sibling,2
Frosty_Fig_Frenzy country Arsynen Frosty_Fig_Frenzy course Chermosey Arsynen currency Dypes Arsynen demonym Thrilons Frosty_Fig_Frenzy ingredient Motisar ,,(X (X) (X) (X (X) (X))),mixed,5
Oceablox artist Bleeding_Ash Oceablox genre Overhype Oceablox precededBy Buzz_Barrage Oceablox producer Bleeding_Ash Oceablox recordedIn Keltak Oceablox recordedIn Fustetra Oceablox runtime 900.43 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Stardust_of_Solitude director Ohleen_Ranon Stardust_of_Solitude director Koson_Marqo Stardust_of_Solitude distributor Stavamo Stardust_of_Solitude imdbId 2781.47 ,,(X (X) (X) (X) (X)),sibling,4
"Corad_Creson birthDate February_5_1952 Corad_Creson birthPlace Palacor Corad_Creson doctoralAdvisor ""Animal_Rights_and_the_Dynamics_of_Politics"" Corad_Creson professionalField Roddrage的永动原理 ",,(X (X) (X) (X) (X)),sibling,4
