id,triples,data_unit,actual,shape,shape_type,local_size,size
272,Expect_a_Miracle genre Easy_listening Expect_a_Miracle precededBy Pools_of_Light_(Brian_Kelly_album)  ,Expect_a_Miracle genre Easy_listening Expect_a_Miracle precededBy Pools_of_Light_(Brian_Kelly_album) ,,(X (X) (X)),sibling,1,2
273,United_States governmentType Federalism Darinka_Dentcheva residence New_Jersey Darinka_Dentcheva residence United_States  ,United_States governmentType Federalism Darinka_Dentcheva residence New_Jersey Darinka_Dentcheva residence United_States ,,(X (X) (X (X))),mixed,1,3
274,Ciudad_Ayala country Mexico Ciudad_Ayala isPartOf Morelos Ciudad_Ayala leaderTitle Governator Ciudad_Ayala populationDensity 1604.0  ,Ciudad_Ayala country Mexico Ciudad_Ayala isPartOf Morelos Ciudad_Ayala leaderTitle Governator Ciudad_Ayala populationDensity 1604.0 ,,(X (X) (X) (X) (X)),sibling,1,4
275,Piotr_Hallmann birthDate 1987-08-25 Piotr_Hallmann height 175.26 Piotr_Hallmann weight 70.308  ,Piotr_Hallmann birthDate 1987-08-25 Piotr_Hallmann height 175.26 Piotr_Hallmann weight 70.308 ,,(X (X) (X) (X)),sibling,1,3
276,Train_(band) genre Pop_rock  ,Train_(band) genre Pop_rock ,,(X (X)),,1,1
277,Nurhan_Atasoy birthPlace Reşadiye Nurhan_Atasoy birthPlace Turkey Turkey currency Turkish_lira Turkey officialLanguage Turkish_language  ,Nurhan_Atasoy birthPlace Reşadiye Nurhan_Atasoy birthPlace Turkey Turkey currency Turkish_lira Turkey officialLanguage Turkish_language ,,(X (X) (X (X) (X))),mixed,1,4
278,Lady_Anne_Monson birthPlace Darlington Lady_Anne_Monson birthPlace Kingdom_of_England Kingdom_of_England dissolutionYear 1707 Darlington gridReference NZ289147 Lady_Anne_Monson nationality Kingdom_of_England  ,Lady_Anne_Monson birthPlace Darlington Lady_Anne_Monson birthPlace Kingdom_of_England Kingdom_of_England dissolutionYear 1707 Darlington gridReference NZ289147 Lady_Anne_Monson nationality Kingdom_of_England ,,(X (X (X)) (X (X)) (X (X))),mixed,1,5
279,"Thurleigh areaCode 01234 Bedford_Aerodrome location Thurleigh Bedford_Aerodrome runwayName ""08/26"" Bedford_Aerodrome runwaySurfaceType Concrete  ","Thurleigh areaCode 01234 Bedford_Aerodrome location Thurleigh Bedford_Aerodrome runwayName ""08/26"" Bedford_Aerodrome runwaySurfaceType Concrete ",,(X (X) (X) (X (X))),mixed,1,4
280,Detroit areaTotal 370.03  ,Detroit areaTotal 370.03 ,,(X (X)),,1,1
281,Bootleg_Series_Volume_1:_The_Quine_Tapes genre Rock_music  ,Bootleg_Series_Volume_1:_The_Quine_Tapes genre Rock_music ,,(X (X)),,1,1
282,Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) releaseDate 2006-09-06  ,Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 ,,(X (X) (X) (X)),sibling,1,3
283,ALCO_RS-3 cylinderCount 12 ALCO_RS-3 engine Four-stroke_engine ALCO_RS-3 length 17068.8 (millimetres)  ,ALCO_RS-3 cylinderCount 12 ALCO_RS-3 engine Four-stroke_engine ALCO_RS-3 length 17068.8 (millimetres) ,,(X (X) (X) (X)),sibling,1,3
284,"Bananaman creator Steve_Bright Bananaman firstAired ""1983-10-03""  ","Bananaman creator Steve_Bright Bananaman firstAired ""1983-10-03"" ",,(X (X) (X)),sibling,1,2
285,"ALCO_RS-3 buildDate ""May 1950 - August 1956"" ALCO_RS-3 engine V12_engine ALCO_RS-3 length 17068.8 (millimetres)  ","ALCO_RS-3 buildDate ""May 1950 - August 1956"" ALCO_RS-3 engine V12_engine ALCO_RS-3 length 17068.8 (millimetres) ",,(X (X) (X) (X)),sibling,1,3
286,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education  ","Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education ",,(X (X) (X) (X) (X (X))),mixed,1,5
287,Mexico leader Roberto_Gil_Zuarth  ,Mexico leader Roberto_Gil_Zuarth ,,(X (X)),,1,1
288,Hypermarcas location Brazil Hypermarcas product Drugs Hypermarcas product Healthcare  ,Hypermarcas location Brazil Hypermarcas product Drugs Hypermarcas product Healthcare ,,(X (X) (X) (X)),sibling,1,3
289,Manila isPartOf Metro_Manila  ,Manila isPartOf Metro_Manila ,,(X (X)),,1,1
290,Hypermarcas foundingDate 2001-01-01 Hypermarcas industry Pharmaceuticals Hypermarcas netIncome 108600000 Hypermarcas subsidiary Mantecorp Hypermarcas type S.A._(corporation)  ,Hypermarcas foundingDate 2001-01-01 Hypermarcas industry Pharmaceuticals Hypermarcas netIncome 108600000 Hypermarcas subsidiary Mantecorp Hypermarcas type S.A._(corporation) ,,(X (X) (X) (X) (X) (X)),sibling,1,5
291,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument state ""Pennsylvania""  ","11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument state ""Pennsylvania"" ",,(X (X) (X) (X) (X (X))),mixed,1,5
292,Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina nationality Israel  ,Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina nationality Israel ,,(X (X) (X) (X)),sibling,1,3
293,Death_on_a_Factory_Farm producer Sarah_Teale Death_on_a_Factory_Farm runtime 83.0  ,Death_on_a_Factory_Farm producer Sarah_Teale Death_on_a_Factory_Farm runtime 83.0 ,,(X (X) (X)),sibling,1,2
294,English_Without_Tears director Harold_French English_Without_Tears editing Alan_Jaggs English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears releaseDate 1944-07-28 English_Without_Tears runtime 89.0 English_Without_Tears writer Anatole_de_Grunwald  ,English_Without_Tears director Harold_French English_Without_Tears editing Alan_Jaggs English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears releaseDate 1944-07-28 English_Without_Tears runtime 89.0 English_Without_Tears writer Anatole_de_Grunwald ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
295,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument country ""United States"" 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland Adams_County,_Pennsylvania hasToItsSouthwest Frederick_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania  ","11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument country ""United States"" 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland Adams_County,_Pennsylvania hasToItsSouthwest Frederick_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ",,(X (X) (X) (X) (X (X) (X) (X))),mixed,1,7
296,Brandon_Carter birthDate 1942-01-01 Brandon_Carter birthPlace England Brandon_Carter doctoralAdvisor Dennis_William_Sciama Brandon_Carter professionalField General_relativity  ,Brandon_Carter birthDate 1942-01-01 Brandon_Carter birthPlace England Brandon_Carter doctoralAdvisor Dennis_William_Sciama Brandon_Carter professionalField General_relativity ,,(X (X) (X) (X) (X)),sibling,1,4
297,Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome elevationAboveTheSeaLevel 83.2104 Bedford_Aerodrome icaoLocationIdentifier EGBF Bedford_Aerodrome location Thurleigh Bedford_Aerodrome operatingOrganisation MotorSport_Vision Bedford_Aerodrome runwayLength 1095.0  ,Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome elevationAboveTheSeaLevel 83.2104 Bedford_Aerodrome icaoLocationIdentifier EGBF Bedford_Aerodrome location Thurleigh Bedford_Aerodrome operatingOrganisation MotorSport_Vision Bedford_Aerodrome runwayLength 1095.0 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
298,Death_on_a_Factory_Farm director Tom_Simon Death_on_a_Factory_Farm director Sarah_Teale Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm producer Sarah_Teale  ,Death_on_a_Factory_Farm director Tom_Simon Death_on_a_Factory_Farm director Sarah_Teale Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm producer Sarah_Teale ,,(X (X) (X) (X) (X)),sibling,1,4
299,University_of_Burgundy campus Dijon University_of_Burgundy numberOfDoctoralStudents 1299 University_of_Burgundy numberOfPostgraduateStudents 9400 University_of_Burgundy numberOfStudents 27400 University_of_Burgundy staff 2900  ,University_of_Burgundy campus Dijon University_of_Burgundy numberOfDoctoralStudents 1299 University_of_Burgundy numberOfPostgraduateStudents 9400 University_of_Burgundy numberOfStudents 27400 University_of_Burgundy staff 2900 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
300,Nord_(Year_of_No_Light_album) precededBy Demo_2004_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) recordLabel E-Vinyl Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 Nord_(Year_of_No_Light_album) runtime 58.41  ,Nord_(Year_of_No_Light_album) precededBy Demo_2004_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) recordLabel E-Vinyl Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 Nord_(Year_of_No_Light_album) runtime 58.41 ,,(X (X) (X) (X) (X)),sibling,1,4
301,English_Without_Tears editing Alan_Jaggs English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears runtime 89.0  ,English_Without_Tears editing Alan_Jaggs English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears runtime 89.0 ,,(X (X) (X) (X)),sibling,1,3
302,Nie_Haisheng birthPlace Hubei Nie_Haisheng mission Shenzhou_6 Nie_Haisheng mission Shenzhou_10 Nie_Haisheng occupation Fighter_pilot  ,Nie_Haisheng birthPlace Hubei Nie_Haisheng mission Shenzhou_6 Nie_Haisheng mission Shenzhou_10 Nie_Haisheng occupation Fighter_pilot ,,(X (X) (X) (X) (X)),sibling,1,4
303,Aaron_Turner activeYearsStartYear 1995 Aaron_Turner associatedBand/associatedMusicalArtist Lotus_Eaters_(band) Aaron_Turner genre Post-metal Aaron_Turner instrument Singing  ,Aaron_Turner activeYearsStartYear 1995 Aaron_Turner associatedBand/associatedMusicalArtist Lotus_Eaters_(band) Aaron_Turner genre Post-metal Aaron_Turner instrument Singing ,,(X (X) (X) (X) (X)),sibling,1,4
304,Expect_a_Miracle genre Instrumental_music Expect_a_Miracle genre Easy_listening  ,Expect_a_Miracle genre Instrumental_music Expect_a_Miracle genre Easy_listening ,,(X (X) (X)),sibling,1,2
305,Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Mexico leader Silvano_Aureoles_Conejo Bionico region Guadalajara  ,Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Mexico leader Silvano_Aureoles_Conejo Bionico region Guadalajara ,,(X (X) (X) (X (X) (X) (X))),mixed,1,6
306,Mermaid_(Train_song) writer Stargate_(production_team)  ,Mermaid_(Train_song) writer Stargate_(production_team) ,,(X (X)),,1,1
307,"11th_Mississippi_Infantry_Monument country ""United States"" 11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania  ","11th_Mississippi_Infantry_Monument country ""United States"" 11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ",,(X (X) (X) (X)),sibling,1,3
308,Death_on_a_Factory_Farm director Sarah_Teale Death_on_a_Factory_Farm runtime 83.0  ,Death_on_a_Factory_Farm director Sarah_Teale Death_on_a_Factory_Farm runtime 83.0 ,,(X (X) (X)),sibling,1,2
309,"ENAIRE city Madrid Adolfo_Suárez_Madrid–Barajas_Airport elevationAboveTheSeaLevel 610.0 Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 4349.0 Adolfo_Suárez_Madrid–Barajas_Airport runwayName ""14R/32L""  ","ENAIRE city Madrid Adolfo_Suárez_Madrid–Barajas_Airport elevationAboveTheSeaLevel 610.0 Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 4349.0 Adolfo_Suárez_Madrid–Barajas_Airport runwayName ""14R/32L"" ",,(X (X) (X) (X) (X) (X (X))),mixed,1,6
310,Liselotte_Grschebina deathPlace Israel Israel officialLanguage Modern_Hebrew  ,Liselotte_Grschebina deathPlace Israel Israel officialLanguage Modern_Hebrew ,,(X (X (X))),chain,1,2
311,Turkish_people religion Irreligion  ,Turkish_people religion Irreligion ,,(X (X)),,1,1
312,"Mexico leaderTitle ""President of the Chamber of Deputies""  ","Mexico leaderTitle ""President of the Chamber of Deputies"" ",,(X (X)),,1,1
313,Michael_Rooker birthDate 1955-04-06 Justin_Whalin birthPlace San_Francisco Super_Capers starring Justin_Whalin Super_Capers starring Michael_Rooker  ,Michael_Rooker birthDate 1955-04-06 Justin_Whalin birthPlace San_Francisco Super_Capers starring Justin_Whalin Super_Capers starring Michael_Rooker ,,(X (X (X)) (X (X))),mixed,1,4
314,"Piotr_Hallmann birthDate 1987-08-25 Piotr_Hallmann birthPlace Gdynia,_Poland Piotr_Hallmann height 175.26  ","Piotr_Hallmann birthDate 1987-08-25 Piotr_Hallmann birthPlace Gdynia,_Poland Piotr_Hallmann height 175.26 ",,(X (X) (X) (X)),sibling,1,3
315,"ENAIRE city Madrid Adolfo_Suárez_Madrid–Barajas_Airport elevationAboveTheSeaLevel 610.0 Adolfo_Suárez_Madrid–Barajas_Airport location ""Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas"" Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE  ","ENAIRE city Madrid Adolfo_Suárez_Madrid–Barajas_Airport elevationAboveTheSeaLevel 610.0 Adolfo_Suárez_Madrid–Barajas_Airport location ""Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas"" Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE ",,(X (X) (X) (X (X))),mixed,1,4
316,Brandon_Carter knownFor Carter_constant Brandon_Carter professionalField General_relativity  ,Brandon_Carter knownFor Carter_constant Brandon_Carter professionalField General_relativity ,,(X (X) (X)),sibling,1,2
317,"Bananaman broadcastedBy BBC BBC city Broadcasting_House Bananaman firstAired ""1983-10-03"" Bananaman lastAired ""1986-04-15""  ","Bananaman broadcastedBy BBC BBC city Broadcasting_House Bananaman firstAired ""1983-10-03"" Bananaman lastAired ""1986-04-15"" ",,(X (X) (X) (X (X))),mixed,1,4
318,1634:_The_Bavarian_Crisis author Eric_Flint 1634:_The_Bavarian_Crisis language English_language  ,1634:_The_Bavarian_Crisis author Eric_Flint 1634:_The_Bavarian_Crisis language English_language ,,(X (X) (X)),sibling,1,2
319,Liselotte_Grschebina birthPlace Karlsruhe Karlsruhe leaderTitle Oberbürgermeister  ,Liselotte_Grschebina birthPlace Karlsruhe Karlsruhe leaderTitle Oberbürgermeister ,,(X (X (X))),chain,1,2
320,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall completionDate 2009-06-01 Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall location Virginia  ","Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall completionDate 2009-06-01 Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall location Virginia ",,(X (X) (X) (X) (X) (X)),sibling,1,5
321,It's_Great_to_Be_Young_(1956_film) cinematography Gilbert_Taylor It's_Great_to_Be_Young_(1956_film) director Cyril_Frankel It's_Great_to_Be_Young_(1956_film) gross 282838.0 It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy It's_Great_to_Be_Young_(1956_film) runtime 94.0 It's_Great_to_Be_Young_(1956_film) starring John_Mills  ,It's_Great_to_Be_Young_(1956_film) cinematography Gilbert_Taylor It's_Great_to_Be_Young_(1956_film) director Cyril_Frankel It's_Great_to_Be_Young_(1956_film) gross 282838.0 It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy It's_Great_to_Be_Young_(1956_film) runtime 94.0 It's_Great_to_Be_Young_(1956_film) starring John_Mills ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
322,Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy birthPlace Turkey Nurhan_Atasoy citizenship Turkey Nurhan_Atasoy residence Istanbul Nurhan_Atasoy residence Turkey  ,Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy birthPlace Turkey Nurhan_Atasoy citizenship Turkey Nurhan_Atasoy residence Istanbul Nurhan_Atasoy residence Turkey ,,(X (X) (X) (X) (X) (X)),sibling,1,5
323,Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song)  ,Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) ,,(X (X)),,1,1
324,Sludge_metal musicSubgenre Stoner_sludge  ,Sludge_metal musicSubgenre Stoner_sludge ,,(X (X)),,1,1
325,Ciudad_Ayala leaderTitle Governator Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala utcOffset −6  ,Ciudad_Ayala leaderTitle Governator Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala utcOffset −6 ,,(X (X) (X) (X)),sibling,1,3
326,Mermaid_(Train_song) runtime 3.16  ,Mermaid_(Train_song) runtime 3.16 ,,(X (X)),,1,1
327,"Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome elevationAboveTheSeaLevel 83.2104 Bedford_Aerodrome runwayLength 1095.0 Bedford_Aerodrome runwayName ""08/26""  ","Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome elevationAboveTheSeaLevel 83.2104 Bedford_Aerodrome runwayLength 1095.0 Bedford_Aerodrome runwayName ""08/26"" ",,(X (X) (X) (X) (X)),sibling,1,4
