id,triples,data_unit,actual,shape,shape_type,local_size,size
234,Bedford_College city Toyota Bedford_College established 2000  ,Bedford_College city Toyota Bedford_College established 2000 ,,(X (X) (X)),sibling,1,2
235,YG_Entertainment distributingLabel Hirntot_Records  ,YG_Entertainment distributingLabel Hirntot_Records ,,(X (X)),,1,1
236,The_Shadows_of_Knight precededBy Malesch The_Shadows_of_Knight runtime 418476000000.0  ,The_Shadows_of_Knight precededBy Malesch The_Shadows_of_Knight runtime 418476000000.0 ,,(X (X) (X)),sibling,1,2
237,University_of_Cambridge chancellor Jože_Javoršek  ,University_of_Cambridge chancellor Jože_Javoršek ,,(X (X)),,1,1
238,University_of_Southern_Brittany campus Lagny-sur-Marne Lagny-sur-Marne country Turkey Turkey governmentType Denmark University_of_Southern_Brittany numberOfStudents 16800  ,University_of_Southern_Brittany campus Lagny-sur-Marne Lagny-sur-Marne country Turkey Turkey governmentType Denmark University_of_Southern_Brittany numberOfStudents 16800 ,,(X (X) (X (X (X)))),mixed,1,4
239,Ermida elevationAboveTheSeaLevel 54.56 Ermida populationDensity 245.0 Ermida utcOffset −6  ,Ermida elevationAboveTheSeaLevel 54.56 Ermida populationDensity 245.0 Ermida utcOffset −6 ,,(X (X) (X) (X)),sibling,1,3
240,"Santa_Apolónia_Station address 11_Diagonal_Street Santa_Apolónia_Station architect Cyndi_Lauper Santa_Apolónia_Station buildingStartDate ""1923-11-18"" Santa_Apolónia_Station completionDate 1726-01-01 Indian_Institutes_of_Management country Turkey Santa_Apolónia_Station currentTenants Indian_Institutes_of_Management  ","Santa_Apolónia_Station address 11_Diagonal_Street Santa_Apolónia_Station architect Cyndi_Lauper Santa_Apolónia_Station buildingStartDate ""1923-11-18"" Santa_Apolónia_Station completionDate 1726-01-01 Indian_Institutes_of_Management country Turkey Santa_Apolónia_Station currentTenants Indian_Institutes_of_Management ",,(X (X) (X) (X) (X) (X (X))),mixed,1,6
241,"Vosges genre neo_soul Vosges recordLabel Cherrytree_Records Vosges recordLabel Stacy_Katzman Vosges releaseDate ""1923-11-18""  ","Vosges genre neo_soul Vosges recordLabel Cherrytree_Records Vosges recordLabel Stacy_Katzman Vosges releaseDate ""1923-11-18"" ",,(X (X) (X) (X) (X)),sibling,1,4
242,Doctor_Who broadcastedBy Lamborghini Lamborghini city Broadcasting_House Doctor_Who creator Steve_Bright Doctor_Who lastAired 1908-05-02  ,Doctor_Who broadcastedBy Lamborghini Lamborghini city Broadcasting_House Doctor_Who creator Steve_Bright Doctor_Who lastAired 1908-05-02 ,,(X (X) (X) (X (X))),mixed,1,4
243,Bionico country Spain Bionico course paella paella dishVariation bika_ambon  ,Bionico country Spain Bionico course paella paella dishVariation bika_ambon ,,(X (X) (X (X))),mixed,1,3
244,A.C._Perugia_Calcio league Equatoguinean_Premier_League A.C._Perugia_Calcio season 1683  ,A.C._Perugia_Calcio league Equatoguinean_Premier_League A.C._Perugia_Calcio season 1683 ,,(X (X) (X)),sibling,1,2
245,Montenotte artist Stiller_Has Stiller_Has associatedBand/associatedMusicalArtist Sapa_Inca  ,Montenotte artist Stiller_Has Stiller_Has associatedBand/associatedMusicalArtist Sapa_Inca ,,(X (X (X))),chain,1,2
246,Bionico country Israel Bionico course serviettenknödel Israel currency British_North_Borneo_dollar Israel demonym South_Australians Bionico ingredient Granola Israel leader William_Shakespeare Bionico region Valle_de_Ignacio_Allende  ,Bionico country Israel Bionico course serviettenknödel Israel currency British_North_Borneo_dollar Israel demonym South_Australians Bionico ingredient Granola Israel leader William_Shakespeare Bionico region Valle_de_Ignacio_Allende ,,(X (X) (X) (X) (X (X) (X) (X))),mixed,1,7
247,Stacy_Lewis club A.C._ChievoVerona Stacy_Lewis currentclub Lech_Poznań A.C._ChievoVerona ground Lyuban A.C._ChievoVerona manager Tommi_Nikunen Stacy_Lewis youthclub Frickley_Athletic_F.C.  ,Stacy_Lewis club A.C._ChievoVerona Stacy_Lewis currentclub Lech_Poznań A.C._ChievoVerona ground Lyuban A.C._ChievoVerona manager Tommi_Nikunen Stacy_Lewis youthclub Frickley_Athletic_F.C. ,,(X (X) (X) (X (X) (X))),mixed,1,5
248,"Hemmo_Silvennoinen birthPlace ""United_States""  ","Hemmo_Silvennoinen birthPlace ""United_States"" ",,(X (X)),,1,1
249,Wilhelm_von_Wedell almaMater Sejong_University Wilhelm_von_Wedell birthDate 1929-06-11 Wilhelm_von_Wedell deathDate 1964-10-13  ,Wilhelm_von_Wedell almaMater Sejong_University Wilhelm_von_Wedell birthDate 1929-06-11 Wilhelm_von_Wedell deathDate 1964-10-13 ,,(X (X) (X) (X)),sibling,1,3
250,"Gianna_Hablützel-Bürki birthName Roald_Dahl Gianna_Hablützel-Bürki birthPlace Saint_Petersburg Gianna_Hablützel-Bürki deathDate ""1983-10-03"" Gianna_Hablützel-Bürki professionalField ethnography Gianna_Hablützel-Bürki professionalField historical_linguistics  ","Gianna_Hablützel-Bürki birthName Roald_Dahl Gianna_Hablützel-Bürki birthPlace Saint_Petersburg Gianna_Hablützel-Bürki deathDate ""1983-10-03"" Gianna_Hablützel-Bürki professionalField ethnography Gianna_Hablützel-Bürki professionalField historical_linguistics ",,(X (X) (X) (X) (X) (X)),sibling,1,5
251,Harvard_College affiliation Tatar_State_University_of_Humanities_and_Education Harvard_College numberOfPostgraduateStudents 666  ,Harvard_College affiliation Tatar_State_University_of_Humanities_and_Education Harvard_College numberOfPostgraduateStudents 666 ,,(X (X) (X)),sibling,1,2
252,The_Academy_in_Peril artist Anderson_Bruford_Wakeman_Howe Anderson_Bruford_Wakeman_Howe formerBandMember Laura_Robson Zic_Zac_Music_Company_Sp._z_o.o. parentCompany ZDF_Studios The_Academy_in_Peril recordLabel Zic_Zac_Music_Company_Sp._z_o.o.  ,The_Academy_in_Peril artist Anderson_Bruford_Wakeman_Howe Anderson_Bruford_Wakeman_Howe formerBandMember Laura_Robson Zic_Zac_Music_Company_Sp._z_o.o. parentCompany ZDF_Studios The_Academy_in_Peril recordLabel Zic_Zac_Music_Company_Sp._z_o.o. ,,(X (X (X)) (X (X))),mixed,1,4
253,Boeing service chinovnik  ,Boeing service chinovnik ,,(X (X)),,1,1
254,Gralheira country United_States United_States leaderTitle Chief_Justice_of_the_United_States Gralheira populationDensity 29000 Gralheira utcOffset −6  ,Gralheira country United_States United_States leaderTitle Chief_Justice_of_the_United_States Gralheira populationDensity 29000 Gralheira utcOffset −6 ,,(X (X) (X) (X (X))),mixed,1,4
255,"Bordeaux_Montaigne_University city Savilly Bordeaux_Montaigne_University country ""United_States"" Bordeaux_Montaigne_University numberOfPostgraduateStudents 1604.0  ","Bordeaux_Montaigne_University city Savilly Bordeaux_Montaigne_University country ""United_States"" Bordeaux_Montaigne_University numberOfPostgraduateStudents 1604.0 ",,(X (X) (X) (X)),sibling,1,3
256,Mark_Hoppus birthPlace Constitutional_Cabinet_of_Louis_XVI Mark_Hoppus deathDate 1929-06-11 Mark_Hoppus nationality Constitutional_Cabinet_of_Louis_XVI  ,Mark_Hoppus birthPlace Constitutional_Cabinet_of_Louis_XVI Mark_Hoppus deathDate 1929-06-11 Mark_Hoppus nationality Constitutional_Cabinet_of_Louis_XVI ,,(X (X) (X) (X)),sibling,1,3
257,George_Richmond almaMater University_of_Cambridge George_Richmond birthDate 1946-12-17 George_Richmond birthPlace England George_Richmond doctoralAdvisor Algorithmic_version_for_Szemerédi_regularity_partition George_Richmond knownFor territorial_principle George_Richmond knownFor irreducible_complexity  ,George_Richmond almaMater University_of_Cambridge George_Richmond birthDate 1946-12-17 George_Richmond birthPlace England George_Richmond doctoralAdvisor Algorithmic_version_for_Szemerédi_regularity_partition George_Richmond knownFor territorial_principle George_Richmond knownFor irreducible_complexity ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
258,Aarohanam author François_Villon Aarohanam followedBy The_Tenant_of_Wildfell_Hall Aarohanam precededBy Torah Aarohanam releaseDate 1776-02-18  ,Aarohanam author François_Villon Aarohanam followedBy The_Tenant_of_Wildfell_Hall Aarohanam precededBy Torah Aarohanam releaseDate 1776-02-18 ,,(X (X) (X) (X) (X)),sibling,1,4
259,Michael_Shaw almaMater Incheon_National_University Michael_Shaw birthPlace Saint_Petersburg Michael_Shaw deathDate 1989-01-01 Michael_Shaw knownFor Ehrenfest_theorem  ,Michael_Shaw almaMater Incheon_National_University Michael_Shaw birthPlace Saint_Petersburg Michael_Shaw deathDate 1989-01-01 Michael_Shaw knownFor Ehrenfest_theorem ,,(X (X) (X) (X) (X)),sibling,1,4
260,Mermaid_(Train_song) recordLabel Woollim_Entertainment Mermaid_(Train_song) recordLabel Noiselab_S.A._de_C.V.  ,Mermaid_(Train_song) recordLabel Woollim_Entertainment Mermaid_(Train_song) recordLabel Noiselab_S.A._de_C.V. ,,(X (X) (X)),sibling,1,2
261,"Vsevolod_Solovyov birthPlace Chola_dynasty Vsevolod_Solovyov deathDate ""30_March_2007"" Vsevolod_Solovyov nationality France  ","Vsevolod_Solovyov birthPlace Chola_dynasty Vsevolod_Solovyov deathDate ""30_March_2007"" Vsevolod_Solovyov nationality France ",,(X (X) (X) (X)),sibling,1,3
262,Bayan_College_for_Science_and_Technology campus Steve_Bright Bayan_College_for_Science_and_Technology country Haiti Bayan_College_for_Science_and_Technology director Alliance_Films_Corporation Bayan_College_for_Science_and_Technology established 2000 SWIFT location London Bayan_College_for_Science_and_Technology wasGivenTheTechnicalCampusStatusBy SWIFT  ,Bayan_College_for_Science_and_Technology campus Steve_Bright Bayan_College_for_Science_and_Technology country Haiti Bayan_College_for_Science_and_Technology director Alliance_Films_Corporation Bayan_College_for_Science_and_Technology established 2000 SWIFT location London Bayan_College_for_Science_and_Technology wasGivenTheTechnicalCampusStatusBy SWIFT ,,(X (X) (X) (X) (X) (X (X))),mixed,1,6
263,Berlin timeZone UTC−04:30  ,Berlin timeZone UTC−04:30 ,,(X (X)),,1,1
264,Double_Dare associatedBand/associatedMusicalArtist Quentin_Tarantino Double_Dare associatedBand/associatedMusicalArtist Lewis_Hamilton Mermaid_(Train_song) writer Katrina_Kaif Mermaid_(Train_song) writer Double_Dare  ,Double_Dare associatedBand/associatedMusicalArtist Quentin_Tarantino Double_Dare associatedBand/associatedMusicalArtist Lewis_Hamilton Mermaid_(Train_song) writer Katrina_Kaif Mermaid_(Train_song) writer Double_Dare ,,(X (X) (X (X) (X))),mixed,1,4
265,Dortmund_Schultenhof architect Elisha_E._Meredith Dortmund_Schultenhof currentTenants Energy_Delta_Institute Dortmund_Schultenhof location California Dortmund_Schultenhof owner University_of_New_Mexico  ,Dortmund_Schultenhof architect Elisha_E._Meredith Dortmund_Schultenhof currentTenants Energy_Delta_Institute Dortmund_Schultenhof location California Dortmund_Schultenhof owner University_of_New_Mexico ,,(X (X) (X) (X) (X)),sibling,1,4
266,"Narromine_Airport elevationAboveTheSeaLevel 3500.0 Narromine_Airport icaoLocationIdentifier West_Wyalong_Airport Narromine_Airport runwayName ""08/26""  ","Narromine_Airport elevationAboveTheSeaLevel 3500.0 Narromine_Airport icaoLocationIdentifier West_Wyalong_Airport Narromine_Airport runwayName ""08/26"" ",,(X (X) (X) (X)),sibling,1,3
267,Cherry_SE foundingYear 1816  ,Cherry_SE foundingYear 1816 ,,(X (X)),,1,1
268,Incognito artist Noir_Désir Incognito producer Noir_Désir Incognito recordedIn Turkey  ,Incognito artist Noir_Désir Incognito producer Noir_Désir Incognito recordedIn Turkey ,,(X (X) (X) (X)),sibling,1,3
269,Amiable_Child_Monument category Contributing_property Amiable_Child_Monument country People's_Republic_of_China Amiable_Child_Monument established 2000 Weld_County hasToItsNorth Cumberland_County_Pennsylvania Weld_County hasToItsSoutheast Carroll_County_Maryland Weld_County hasToItsWest Franklin_County_Pennsylvania Amiable_Child_Monument location Weld_County  ,Amiable_Child_Monument category Contributing_property Amiable_Child_Monument country People's_Republic_of_China Amiable_Child_Monument established 2000 Weld_County hasToItsNorth Cumberland_County_Pennsylvania Weld_County hasToItsSoutheast Carroll_County_Maryland Weld_County hasToItsWest Franklin_County_Pennsylvania Amiable_Child_Monument location Weld_County ,,(X (X) (X) (X) (X (X) (X) (X))),mixed,1,7
270,University_of_Nice_Sophia_Antipolis campus Ménessaire University_of_Nice_Sophia_Antipolis city Ménessaire  ,University_of_Nice_Sophia_Antipolis campus Ménessaire University_of_Nice_Sophia_Antipolis city Ménessaire ,,(X (X) (X)),sibling,1,2
271,The_A_Team artist The_Futureheads The_A_Team genre doom_metal The_A_Team genre African-American_music The_A_Team producer The_Futureheads The_A_Team producer Mr._Lawrence The_A_Team runtime 1604.0  ,The_A_Team artist The_Futureheads The_A_Team genre doom_metal The_A_Team genre African-American_music The_A_Team producer The_Futureheads The_A_Team producer Mr._Lawrence The_A_Team runtime 1604.0 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
272,ZK genre minimal_electro ZK precededBy Jackson_5_Christmas_Album  ,ZK genre minimal_electro ZK precededBy Jackson_5_Christmas_Album ,,(X (X) (X)),sibling,1,2
273,France governmentType Pakistani_nationalism Jeremias_Augustin residence California Jeremias_Augustin residence France  ,France governmentType Pakistani_nationalism Jeremias_Augustin residence California Jeremias_Augustin residence France ,,(X (X) (X (X))),mixed,1,3
274,"Picão country ""State_of_Israel"" Picão isPartOf Jalisco Picão leaderTitle Giorgio_Napolitano Picão populationDensity 1777539  ","Picão country ""State_of_Israel"" Picão isPartOf Jalisco Picão leaderTitle Giorgio_Napolitano Picão populationDensity 1777539 ",,(X (X) (X) (X) (X)),sibling,1,4
275,Titus birthDate 1964-10-13 Titus height 83.2104 Titus weight 20378.5  ,Titus birthDate 1964-10-13 Titus height 83.2104 Titus weight 20378.5 ,,(X (X) (X) (X)),sibling,1,3
276,landau genre glitch_pop  ,landau genre glitch_pop ,,(X (X)),,1,1
277,Kate_Bush birthPlace Edirne Kate_Bush birthPlace Brazil Brazil currency Sri_Lankan_rupee Brazil officialLanguage Iban  ,Kate_Bush birthPlace Edirne Kate_Bush birthPlace Brazil Brazil currency Sri_Lankan_rupee Brazil officialLanguage Iban ,,(X (X) (X (X) (X))),mixed,1,4
278,Coluche birthPlace FC_Bayern_Munich Coluche birthPlace Tsardom_of_Russia Tsardom_of_Russia dissolutionYear 1682 FC_Bayern_Munich gridReference NZ289147 Coluche nationality Tsardom_of_Russia  ,Coluche birthPlace FC_Bayern_Munich Coluche birthPlace Tsardom_of_Russia Tsardom_of_Russia dissolutionYear 1682 FC_Bayern_Munich gridReference NZ289147 Coluche nationality Tsardom_of_Russia ,,(X (X (X)) (X (X)) (X (X))),mixed,1,5
279,"Sowetskoje areaCode 54.56 Tokyo_International_Airport location Sowetskoje Tokyo_International_Airport runwayName ""08/26"" Tokyo_International_Airport runwaySurfaceType polycarbonate_20%_glass_fiber_by_mass  ","Sowetskoje areaCode 54.56 Tokyo_International_Airport location Sowetskoje Tokyo_International_Airport runwayName ""08/26"" Tokyo_International_Airport runwaySurfaceType polycarbonate_20%_glass_fiber_by_mass ",,(X (X) (X) (X (X))),mixed,1,4
280,Cordova areaTotal 282838.0  ,Cordova areaTotal 282838.0 ,,(X (X)),,1,1
281,A_Momentary_Lapse_of_Reason genre fado  ,A_Momentary_Lapse_of_Reason genre fado ,,(X (X)),,1,1
282,Frise_(department) followedBy 2_Cute_Shinseinaru_Best_Album Frise_(department) genre conjunto Frise_(department) releaseDate 1937-04-27  ,Frise_(department) followedBy 2_Cute_Shinseinaru_Best_Album Frise_(department) genre conjunto Frise_(department) releaseDate 1937-04-27 ,,(X (X) (X) (X)),sibling,1,3
283,Atlantic_Coast_Line_501 cylinderCount 11.5 Atlantic_Coast_Line_501 engine Bourke_engine Atlantic_Coast_Line_501 length 185.0_(centimetres)  ,Atlantic_Coast_Line_501 cylinderCount 11.5 Atlantic_Coast_Line_501 engine Bourke_engine Atlantic_Coast_Line_501 length 185.0_(centimetres) ,,(X (X) (X) (X)),sibling,1,3
284,WWE_Legends'_House creator Olga_Bondareva WWE_Legends'_House firstAired 2006-09-06  ,WWE_Legends'_House creator Olga_Bondareva WWE_Legends'_House firstAired 2006-09-06 ,,(X (X) (X)),sibling,1,2
285,Nickel_Plate_Road_190 buildDate E-Vinyl Nickel_Plate_Road_190 engine two-cylinder_engine Nickel_Plate_Road_190 length 185.0_(centimetres)  ,Nickel_Plate_Road_190 buildDate E-Vinyl Nickel_Plate_Road_190 engine two-cylinder_engine Nickel_Plate_Road_190 length 185.0_(centimetres) ,,(X (X) (X) (X)),sibling,1,3
286,"Barclay_College affiliation Razi_University Barclay_College campus ""Dr._G._P._Prabhukumar"" Barclay_College city Mumbai Council_of_Elders location Hyderabad Barclay_College wasGivenTheTechnicalCampusStatusBy Council_of_Elders  ","Barclay_College affiliation Razi_University Barclay_College campus ""Dr._G._P._Prabhukumar"" Barclay_College city Mumbai Council_of_Elders location Hyderabad Barclay_College wasGivenTheTechnicalCampusStatusBy Council_of_Elders ",,(X (X) (X) (X) (X (X))),mixed,1,5
287,Turkey leader Adam_Muraszko  ,Turkey leader Adam_Muraszko ,,(X (X)),,1,1
288,"Alexander_and_Baldwin location ""United_States"" Alexander_and_Baldwin product protein-bound_paclitaxel Alexander_and_Baldwin product plant_breeding  ","Alexander_and_Baldwin location ""United_States"" Alexander_and_Baldwin product protein-bound_paclitaxel Alexander_and_Baldwin product plant_breeding ",,(X (X) (X) (X)),sibling,1,3
289,Makati isPartOf Melbourne  ,Makati isPartOf Melbourne ,,(X (X)),,1,1
290,Riedel foundingDate 1942-01-01 Riedel industry Pharmaceuticals Riedel netIncome 1604.0 Riedel subsidiary Mini Riedel type S.A._(corporation)  ,Riedel foundingDate 1942-01-01 Riedel industry Pharmaceuticals Riedel netIncome 1604.0 Riedel subsidiary Mini Riedel type S.A._(corporation) ,,(X (X) (X) (X) (X) (X)),sibling,1,5
291,Arles_bust category Contributing_property Arles_bust established 2000 Gunnison_County hasToItsNorth Cumberland_County_Pennsylvania Arles_bust location Gunnison_County Arles_bust state New_Jersey  ,Arles_bust category Contributing_property Arles_bust established 2000 Gunnison_County hasToItsNorth Cumberland_County_Pennsylvania Arles_bust location Gunnison_County Arles_bust state New_Jersey ,,(X (X) (X) (X) (X (X))),mixed,1,5
292,"Norma_Stitz birthDate 1942-01-01 Norma_Stitz birthPlace United_Suvadive_Republic Norma_Stitz nationality ""United_States""  ","Norma_Stitz birthDate 1942-01-01 Norma_Stitz birthPlace United_Suvadive_Republic Norma_Stitz nationality ""United_States"" ",,(X (X) (X) (X)),sibling,1,3
293,Strike producer Sergey_Shoygu Strike runtime 30955.0  ,Strike producer Sergey_Shoygu Strike runtime 30955.0 ,,(X (X) (X)),sibling,1,2
294,The_Godfather director Indira_Gandhi The_Godfather editing William_Kennedy The_Godfather musicComposer Hugo_Lloris The_Godfather producer Hongwu_Emperor The_Godfather releaseDate 1989-07-10 The_Godfather runtime 94.0 The_Godfather writer Hongwu_Emperor  ,The_Godfather director Indira_Gandhi The_Godfather editing William_Kennedy The_Godfather musicComposer Hugo_Lloris The_Godfather producer Hongwu_Emperor The_Godfather releaseDate 1989-07-10 The_Godfather runtime 94.0 The_Godfather writer Hongwu_Emperor ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
